trimestre,modulo,variable,tipo_lectura,faltantes,porcentaje_faltante,valores_distintos
4,TURISMO,P7581S1,string,24497,94.1576661413691,3
4,TURISMO,P7581S1A1,string,25716,98.84306415036322,60
4,TURISMO,P7581S1A2,string,25716,98.84306415036322,8
4,TURISMO,P7581S1A3,string,26001,99.93850174885651,9
4,TURISMO,P7581S9,string,24497,94.1576661413691,3
4,TURISMO,P7581S9A1,string,25861,99.40039205135103,37
4,TURISMO,P7581S9A2,string,25861,99.40039205135103,5
4,TURISMO,P7581S9A3,string,26007,99.96156359303532,6
4,TURISMO,P7581S10,string,24497,94.1576661413691,3
4,TURISMO,P7581S10A1,string,25176,96.76749817427067,92
4,TURISMO,P7581S10A2,string,25176,96.76749817427067,7
4,TURISMO,P7581S10A3,string,25998,99.92697082676712,8
4,TURISMO,P7581S3,string,24497,94.1576661413691,3
4,TURISMO,P7581S3A1,string,25703,98.79309682130915,48
4,TURISMO,P7581S3A2,string,25703,98.79309682130915,5
4,TURISMO,P7581S3A3,string,26011,99.97693815582119,5
4,TURISMO,P7581S4,string,24497,94.1576661413691,3
4,TURISMO,P7581S4A1,string,25089,96.43310143367798,91
4,TURISMO,P7581S4A2,string,25089,96.43310143367798,8
4,TURISMO,P7581S4A3,string,25989,99.89237806049891,17
4,TURISMO,P7581S5,string,24497,94.1576661413691,3
4,TURISMO,P7581S5A1,string,25847,99.34658108160049,28
4,TURISMO,P7581S5A2,string,25847,99.34658108160049,6
4,TURISMO,P7581S5A3,string,26015,99.99231271860707,1
4,TURISMO,P7581S6,string,24497,94.1576661413691,3
4,TURISMO,P7581S6A1,string,25837,99.30814467463581,34
4,TURISMO,P7581S6A2,string,25837,99.30814467463581,6
4,TURISMO,P7581S6A3,string,26011,99.97693815582119,3
4,TURISMO,P7581S7,string,24497,94.1576661413691,3
4,TURISMO,P7581S7A1,string,25791,99.1313372025983,37
4,TURISMO,P7581S7A2,string,25791,99.1313372025983,7
4,TURISMO,P7581S7A3,string,26009,99.96925087442825,2
4,TURISMO,P7581S8,string,24497,94.1576661413691,3
4,TURISMO,P7581S8A1,string,25945,99.72325786985434,27
4,TURISMO,P7581S8A2,string,25945,99.72325786985434,5
4,TURISMO,P7581S8A3,string,26016,99.99615635930354,1
4,TURISMO,P7581S11,string,24497,94.1576661413691,3
4,TURISMO,P7581S11A2,string,26017,100.0,0
4,TURISMO,P7581S11A1,string,26011,99.97693815582119,6
4,EXCURSIONISMO,Directorio,string,0,0.0,10200
4,EXCURSIONISMO,Secuencia_p,string,0,0.0,3
4,EXCURSIONISMO,Secuencia_encuesta,string,0,0.0,11
4,EXCURSIONISMO,Orden,string,0,0.0,11
4,EXCURSIONISMO,Fex_c,string,0,0.0,8648
4,EXCURSIONISMO,llave_hogar,string,0,0.0,10267
4,EXCURSIONISMO,P7582,string,0,0.0,2
4,EXCURSIONISMO,P7583S1,string,24786,95.26847830264826,2
4,EXCURSIONISMO,P7583S1A1,string,26011,99.97693815582119,2
4,EXCURSIONISMO,P7583S2,string,24786,95.26847830264826,2
4,EXCURSIONISMO,P7583S2A1,string,24787,95.27232194334474,7
4,EXCURSIONISMO,P15000,string,1230,4.727678056655264,8
4,EXCURSIONISMO,P7584,string,24787,95.27232194334474,9
4,EXCURSIONISMO,P7584S1A1,string,25937,99.69250874428258,4
4,EXCURSIONISMO,P7585S1,string,24787,95.27232194334474,25
4,EXCURSIONISMO,P7585S2,string,24787,95.27232194334474,223
4,EXCURSIONISMO,P7586,string,24787,95.27232194334474,5
4,EXCURSIONISMO,P7587,string,24787,95.27232194334474,114
4,EXCURSIONISMO,P7587S1,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S1A1,string,25273,97.14033132182803,70
4,EXCURSIONISMO,P7587S1A2,string,25273,97.14033132182803,7
4,EXCURSIONISMO,P7587S1A3,string,25980,99.8577852942307,17
4,EXCURSIONISMO,P7587S2,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S2A1,string,25939,99.70019602567552,25
4,EXCURSIONISMO,P7587S2A2,string,25939,99.70019602567552,5
4,EXCURSIONISMO,P7587S2A3,string,26015,99.99231271860707,2
4,EXCURSIONISMO,P7587S3,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S3A1,string,25299,97.2402659799362,58
4,EXCURSIONISMO,P7587S3A2,string,25299,97.2402659799362,7
4,EXCURSIONISMO,P7587S3A3,string,25981,99.86162893492715,16
4,EXCURSIONISMO,P7587S4,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S4A1,string,25993,99.90775262328478,12
4,EXCURSIONISMO,P7587S4A2,string,25993,99.90775262328478,4
4,EXCURSIONISMO,P7587S4A3,string,26017,100.0,0
4,EXCURSIONISMO,P7587S5,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S5A1,string,25921,99.6310104931391,33
4,EXCURSIONISMO,P7587S5A2,string,25921,99.6310104931391,6
4,EXCURSIONISMO,P7587S5A3,string,26014,99.98846907791061,3
4,EXCURSIONISMO,P7587S6,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S6A1,string,25914,99.60410500826383,32
4,EXCURSIONISMO,P7587S6A2,string,25914,99.60410500826383,7
4,EXCURSIONISMO,P7587S6A3,string,26016,99.99615635930354,1
4,EXCURSIONISMO,P7587S7,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S7A1,string,25982,99.86547257562363,17
4,EXCURSIONISMO,P7587S7A2,string,25982,99.86547257562363,5
4,EXCURSIONISMO,P7587S7A3,string,26017,100.0,0
4,EXCURSIONISMO,P7587S8,string,24787,95.27232194334474,3
4,EXCURSIONISMO,P7587S8A1,string,26014,99.98846907791061,3
4,EXCURSIONISMO,P7587S8A3,string,26017,100.0,0
4,HOGAR,Directorio,string,0,0.0,10200
4,HOGAR,Secuencia_p,string,0,0.0,1
4,HOGAR,Secuencia_encuesta,string,0,0.0,3
4,HOGAR,Orden,string,0,0.0,3
4,HOGAR,Fex_c,string,0,0.0,8648
4,HOGAR,llave_hogar,string,0,0.0,10267
4,HOGAR,P36,string,0,0.0,2
4,HOGAR,P36S1,string,10149,98.85068666601734,2
4,HOGAR,P6007,string,0,0.0,2
4,HOGAR,P6007S1,string,10115,98.5195285867342,4
4,HOGAR,P543,string,0,0.0,2
4,HOGAR,P544S1,string,0,0.0,2
4,HOGAR,P544S2,string,0,0.0,2
4,HOGAR,P544S3,string,0,0.0,2
4,HOGAR,P544S4,string,0,0.0,2
4,HOGAR,P544S5,string,0,0.0,2
4,HOGAR,P544S6,string,0,0.0,2
4,HOGAR,P544S7,string,0,0.0,2
4,HOGAR,P544S8,string,0,0.0,2
4,HOGAR,P544S9,string,10259,99.92208045193338,2
4,HOGAR,P545,string,8,0.07791954806662121,8
4,HOGAR,P546,string,10259,99.92208045193338,7
4,HOGAR,P547,string,8,0.07791954806662121,221
4,VIVIENDA,Directorio,string,0,0.0,10200
4,VIVIENDA,Secuencia_p,string,0,0.0,1
4,VIVIENDA,Secuencia_encuesta,string,0,0.0,1
4,VIVIENDA,Orden,string,0,0.0,1
4,VIVIENDA,Fex_c,string,0,0.0,8648
4,VIVIENDA,area,string,0,0.0,24
4,VIVIENDA,P5747,string,0,0.0,5
4,VIVIENDA,P8520S1,string,0,0.0,2
4,VIVIENDA,P8520S1A1,string,1,0.00980392156862745,7
4,VIVIENDA,P8520S2,string,0,0.0,2
4,VIVIENDA,P8520S3,string,0,0.0,2
4,VIVIENDA,P8520S4,string,0,0.0,2
4,VIVIENDA,P8520S5,string,0,0.0,2
4,VIVIENDA_USO_RECREATIVO,Directorio,string,0,0.0,118
4,VIVIENDA_USO_RECREATIVO,Secuencia_p,string,0,0.0,1
4,VIVIENDA_USO_RECREATIVO,Secuencia_encuesta,string,0,0.0,2
4,VIVIENDA_USO_RECREATIVO,Orden,string,0,0.0,2
4,VIVIENDA_USO_RECREATIVO,Fex_c,string,0,0.0,115
4,VIVIENDA_USO_RECREATIVO,llave_hogar,string,0,0.0,118
4,VIVIENDA_USO_RECREATIVO,P37,string,0,0.0,2
4,VIVIENDA_USO_RECREATIVO,P38S1,string,42,35.294117647058826,2
4,VIVIENDA_USO_RECREATIVO,P38S1A1,string,44,36.97478991596639,28
4,VIVIENDA_USO_RECREATIVO,P38S2,string,42,35.294117647058826,2
4,VIVIENDA_USO_RECREATIVO,P38S2A1,string,81,68.0672268907563,23
4,VIVIENDA_USO_RECREATIVO,P38S3,string,42,35.294117647058826,2
4,VIVIENDA_USO_RECREATIVO,P38S3A1,string,111,93.27731092436974,7
